cell	locus	chr	pos	significant	dist_bp	dist_bp_any_record	min_fdr
melanoma x Soskic_CD4	2_39	2		False	5004247.0	5004247.0	0.9404047254046416
melanoma x Soskic_CD4	2_4	2		False	5452122.0	5452122.0	0.8173421397723956
melanoma x Soskic_CD4	2_40	2		False	3965955.0	3965955.0	0.6004720641386387
melanoma x Soskic_CD4	2_41	2		False	139738.0	139738.0	0.7205488194757473
melanoma x Soskic_CD4	2_42	2		False	2594991.0	2594991.0	0.4039990176574948
melanoma x Soskic_CD4	2_43	2		False	2113372.0	2113372.0	0.8377441015684501
melanoma x Soskic_CD4	2_44	2		False	5342175.0	5342175.0	0.5708628575304568
melanoma x Soskic_CD4	2_45	2		False	9348448.0	9348448.0	0.8956909862247063
melanoma x Soskic_CD4	2_46	2		False	10825074.0	10825074.0	0.5100523660013497
melanoma x Soskic_CD4	2_47	2		False	11824869.0	11824869.0	0.9456123361928812
melanoma x Soskic_CD4	2_48	2		False	7695403.0	7695403.0	0.2958235855982807
melanoma x Soskic_CD4	2_49	2		False	1182068.0	1182068.0	0.7830707196295082
melanoma x Soskic_CD4	2_5	2		False	1535570.0	1535570.0	0.4532275877091631
melanoma x Soskic_CD4	2_50	2		False	879117.0	879117.0	0.4532275877091631
melanoma x Soskic_CD4	2_6	2		False	3189921.0	3189921.0	0.6004720641386387
melanoma x Soskic_CD4	2_7	2		False	4887038.0	4887038.0	0.8186678194248952
melanoma x Soskic_CD4	2_8	2		False	5520079.0	5520079.0	0.8542961910551877
melanoma x Soskic_CD4	2_9	2		False	218188.0	218188.0	0.1901431436794668
melanoma x Soskic_CD4	3_0	3		False	66687260.0	66687260.0	0.8829496972724188
melanoma x Soskic_CD4	3_1	3		False	65052936.0	65052936.0	0.930208024792709
melanoma x Soskic_CD4	3_10	3		False	24225615.0	24225615.0	0.770327875808136
melanoma x Soskic_CD4	3_11	3		False	22580232.0	22580232.0	0.5708628575304568
melanoma x Soskic_CD4	3_12	3		False	19533485.0	19533485.0	0.4758354746253902
melanoma x Soskic_CD4	3_13	3		False	16579073.0	16579073.0	0.6553324435464742
melanoma x Soskic_CD4	3_14	3		False	13253715.0	13253715.0	0.3333034982529688
melanoma x Soskic_CD4	3_15	3		False	11428314.0	11428314.0	0.4887021899652587
melanoma x Soskic_CD4	3_16	3		False	3484900.0	3484900.0	0.224040271879575
melanoma x Soskic_CD4	3_17	3		False	760216.0	760216.0	0.8377441015684501
melanoma x Soskic_CD4	3_18	3		False	17227061.0	17227061.0	0.5100523660013497
melanoma x Soskic_CD4	3_19	3		False	31742570.0	31742570.0	0.6700954747459885
melanoma x Soskic_CD4	3_2	3		False	59585912.0	59585912.0	0.5575029985595082
melanoma x Soskic_CD4	3_20	3		False	38028349.0	38028349.0	0.6162884538719846
melanoma x Soskic_CD4	3_21	3		False	41267034.0	41267034.0	0.8207827305748526
melanoma x Soskic_CD4	3_22	3		False	34019850.0	34019850.0	0.5836765435555878
melanoma x Soskic_CD4	3_23	3		False	30902767.0	30902767.0	0.597213189464753
melanoma x Soskic_CD4	3_24	3		False	25678012.0	25678012.0	0.9404047254046416
melanoma x Soskic_CD4	3_25	3		False	18671121.0	18671121.0	0.8579257698818579
melanoma x Soskic_CD4	3_26	3		False	16359114.0	16359114.0	0.8679565705137954
melanoma x Soskic_CD4	3_27	3		False	14635417.0	14635417.0	0.3603973066626542
melanoma x Soskic_CD4	3_28	3		False	13585087.0	13585087.0	0.7676421749751698
melanoma x Soskic_CD4	3_29	3		False	2685477.0	2685477.0	0.8207827305748526
melanoma x Soskic_CD4	3_3	3		False	57385381.0	57385381.0	0.7425454709774756
melanoma x Soskic_CD4	3_30	3		False	3274077.0	3274077.0	0.921877383946306
melanoma x Soskic_CD4	3_31	3		False	5070291.0	5070291.0	0.8754154033799069
melanoma x Soskic_CD4	3_32	3		False	7108556.0	7108556.0	0.663889110151059
melanoma x Soskic_CD4	3_33	3		False	226405.0	226405.0	0.5711204585123005
melanoma x Soskic_CD4	3_34	3		False	13697321.0	13697321.0	0.839399728348724
melanoma x Soskic_CD4	3_35	3		False	24889440.0	24889440.0	0.6162884538719846
melanoma x Soskic_CD4	3_36	3		False	27789100.0	27789100.0	0.8754154033799069
melanoma x Soskic_CD4	3_4	3		False	53540557.0	53540557.0	0.4436758562263233
melanoma x Soskic_CD4	3_5	3		False	46427864.0	46427864.0	0.6162884538719846
melanoma x Soskic_CD4	3_6	3		False	42341370.0	42341370.0	0.5084834589100321
melanoma x Soskic_CD4	3_7	3		False	37406410.0	37406410.0	0.5084834589100321
melanoma x Soskic_CD4	3_8	3		False	29445914.0	29445914.0	0.8207827305748526
melanoma x Soskic_CD4	3_9	3		False	27911167.0	27911167.0	0.5084834589100321
melanoma x Soskic_CD4	4_0	4		False	35862050.0	35862050.0	0.8173421397723956
melanoma x Soskic_CD4	4_1	4		False	33121379.0	33121379.0	0.6162884538719846
melanoma x Soskic_CD4	4_10	4		False	29390132.0	29390132.0	0.5444588975252251
melanoma x Soskic_CD4	4_11	4		False	26835712.0	26835712.0	0.7199272917114341
melanoma x Soskic_CD4	4_12	4		False	21925656.0	21925656.0	0.4789091779003019
melanoma x Soskic_CD4	4_13	4		False	16605230.0	16605230.0	0.8111399750519322
melanoma x Soskic_CD4	4_14	4		False	15517090.0	15517090.0	0.8710444103460887
melanoma x Soskic_CD4	4_15	4		False	5411617.0	5411617.0	0.8173421397723956
melanoma x Soskic_CD4	4_16	4		False	2103263.0	2103263.0	0.8173421397723956
melanoma x Soskic_CD4	4_17	4		False	26520.0	26520.0	0.770327875808136
melanoma x Soskic_CD4	4_18	4		False	2379065.0	2379065.0	0.9404047254046416
melanoma x Soskic_CD4	4_19	4		False	4284530.0	4284530.0	0.5711204585123005
melanoma x Soskic_CD4	4_2	4		False	30774398.0	30774398.0	0.4788669864984165
melanoma x Soskic_CD4	4_20	4		False	6815987.0	6815987.0	0.2210662704408769
melanoma x Soskic_CD4	4_21	4		False	12939849.0	12939849.0	0.794213817547244
melanoma x Soskic_CD4	4_22	4		False	16308555.0	16308555.0	0.770327875808136
melanoma x Soskic_CD4	4_23	4		False	23628362.0	23628362.0	0.8004929434534344
melanoma x Soskic_CD4	4_24	4		False	34027807.0	34027807.0	0.7640577798355433
melanoma x Soskic_CD4	4_25	4		False	48414761.0	48414761.0	0.959686120751255
melanoma x Soskic_CD4	4_26	4		False	63540531.0	63540531.0	0.9506379463500756
melanoma x Soskic_CD4	4_27	4		False	69181640.0	69181640.0	0.770327875808136
melanoma x Soskic_CD4	4_28	4		False	70977461.0	70977461.0	0.5100523660013497
melanoma x Soskic_CD4	4_29	4		False	72096037.0	72096037.0	0.9618124186918772
melanoma x Soskic_CD4	4_3	4		False	28965949.0	28965949.0	0.6162884538719846
melanoma x Soskic_CD4	4_30	4		False	79332632.0	79332632.0	0.6458989376768145
melanoma x Soskic_CD4	4_31	4		False	80863360.0	80863360.0	0.5836765435555878
melanoma x Soskic_CD4	4_4	4		False	19757970.0	19757970.0	0.4928871226939847
melanoma x Soskic_CD4	4_5	4		False	10603990.0	10603990.0	0.7941480330947527
melanoma x Soskic_CD4	4_6	4		False	1481736.0	1481736.0	0.304696028641554
melanoma x Soskic_CD4	4_7	4		False	4403229.0	4403229.0	0.8875111350396909
melanoma x Soskic_CD4	4_8	4		False	18843762.0	18843762.0	0.794213817547244
melanoma x Soskic_CD4	4_9	4		False	30140380.0	30140380.0	0.7525764755187714
melanoma x Soskic_CD4	5_0	5		False	835895.0	835895.0	0.803078971620458
melanoma x Soskic_CD4	5_1	5		False	13442226.0	13442226.0	0.448654818775777
melanoma x Soskic_CD4	5_10	5		False	16243846.0	16243846.0	0.9339950300056544
melanoma x Soskic_CD4	5_11	5		False	13180696.0	13180696.0	0.45541334581883
melanoma x Soskic_CD4	5_12	5		False	8659170.0	8659170.0	0.5100523660013497
melanoma x Soskic_CD4	5_13	5		False	5686307.0	5686307.0	0.5100523660013497
melanoma x Soskic_CD4	5_14	5		False	7967425.0	7967425.0	0.953371522290991
melanoma x Soskic_CD4	5_15	5		False	28508439.0	28508439.0	0.8672893586450833
melanoma x Soskic_CD4	5_16	5		False	21669617.0	21669617.0	0.8414088514771013
melanoma x Soskic_CD4	5_17	5		False	18597653.0	18597653.0	0.8366807714248962
melanoma x Soskic_CD4	5_18	5		False	15177669.0	15177669.0	0.770327875808136
melanoma x Soskic_CD4	5_19	5		False	13645744.0	13645744.0	0.5100523660013497
melanoma x Soskic_CD4	5_2	5		False	15288495.0	15288495.0	0.8672893586450833
melanoma x Soskic_CD4	5_20	5		False	9463976.0	9463976.0	0.3192541533898165
melanoma x Soskic_CD4	5_21	5		False	7745811.0	7745811.0	0.3308925891846249
melanoma x Soskic_CD4	5_22	5		False	5661652.0	5661652.0	0.8207827305748526
melanoma x Soskic_CD4	5_23	5		False	2067192.0	2067192.0	0.6700954747459885
melanoma x Soskic_CD4	5_24	5		False	453841.0	453841.0	0.9456123361928812
melanoma x Soskic_CD4	5_25	5		False	1323147.0	1323147.0	0.8616585463008448
melanoma x Soskic_CD4	5_26	5		False	7658027.0	7658027.0	0.7768660654702868
melanoma x Soskic_CD4	5_27	5		False	13616990.0	13616990.0	0.8414088514771013
melanoma x Soskic_CD4	5_28	5		False	25811165.0	25811165.0	0.770327875808136
melanoma x Soskic_CD4	5_29	5		False	30728659.0	30728659.0	0.930208024792709
melanoma x Soskic_CD4	5_3	5		False	3966411.0	3966411.0	0.8710444103460887
melanoma x Soskic_CD4	5_4	5		False	3599741.0	3599741.0	0.5100523660013497
melanoma x Soskic_CD4	5_5	5		False	202053.0	202053.0	0.3333034982529688
melanoma x Soskic_CD4	5_6	5		False	3900079.0	3900079.0	0.3192541533898165
melanoma x Soskic_CD4	5_7	5		False	5665554.0	5665554.0	0.8207827305748526
melanoma x Soskic_CD4	5_8	5		False	8788429.0	8788429.0	0.5663055798916594
melanoma x Soskic_CD4	5_9	5		False	12556594.0	12556594.0	0.9526733973874552
melanoma x Soskic_CD4	6_0	6		False	1669202.0	1669202.0	0.3192541533898165
melanoma x Soskic_CD4	6_1	6		False	537544.0	537544.0	0.8801613469584699
melanoma x Soskic_CD4	6_10	6		False	1334097.0	1334097.0	0.5609136711574241
melanoma x Soskic_CD4	6_11	6		False	2908582.0	2908582.0	0.5100523660013497
melanoma x Soskic_CD4	6_12	6		False	16823308.0	16823308.0	0.9974890834831932
melanoma x Soskic_CD4	6_13	6		False	11440020.0	11440020.0	0.8821804158030004
melanoma x Soskic_CD4	6_14	6		False	2823303.0	2823303.0	0.6382723038706289
melanoma x Soskic_CD4	6_15	6		False	5251561.0	5251561.0	0.737333540098986
melanoma x Soskic_CD4	6_16	6		False	9133319.0	9133319.0	0.7205488194757473
melanoma x Soskic_CD4	6_17	6		False	16282531.0	16282531.0	0.967217734018947
melanoma x Soskic_CD4	6_18	6		False	18758891.0	18758891.0	0.6596374199437938
melanoma x Soskic_CD4	6_19	6		False	21757717.0	21757717.0	0.2899961358313624
melanoma x Soskic_CD4	6_2	6		False	814454.0	814454.0	0.6700954747459885
melanoma x Soskic_CD4	6_20	6		False	25966989.0	25966989.0	0.4788669864984165
melanoma x Soskic_CD4	6_21	6		False	28513843.0	28513843.0	0.794213817547244
melanoma x Soskic_CD4	6_22	6		False	24910925.0	24910925.0	0.6700954747459885
melanoma x Soskic_CD4	6_23	6		False	20073343.0	20073343.0	0.6479822629453043
melanoma x Soskic_CD4	6_24	6		False	18457965.0	18457965.0	0.5100523660013497
melanoma x Soskic_CD4	6_25	6		False	15667946.0	15667946.0	0.5601908791644317
melanoma x Soskic_CD4	6_26	6		False	12227559.0	12227559.0	0.9212166697369314
melanoma x Soskic_CD4	6_27	6		False	2078428.0	2078428.0	0.9740402126300504
melanoma x Soskic_CD4	6_28	6		False	155753.0	155753.0	0.8754154033799069
melanoma x Soskic_CD4	6_29	6		False	1759066.0	1759066.0	0.770327875808136
melanoma x Soskic_CD4	6_3	6		False	105597.0	105597.0	0.8428762404971208
melanoma x Soskic_CD4	6_30	6		False	4013255.0	4013255.0	0.7205488194757473
melanoma x Soskic_CD4	6_31	6		False	15720059.0	15720059.0	0.995243803405374
melanoma x Soskic_CD4	6_32	6		False	19337717.0	19337717.0	0.7623133276783475
melanoma x Soskic_CD4	6_4	6		False	1710587.0	1710587.0	0.3192541533898165
melanoma x Soskic_CD4	6_5	6		False	47840.0	47840.0	0.0593486593254975
melanoma x Soskic_CD4	6_6	6		False	3356171.0	3356171.0	0.7053036906792541
melanoma x Soskic_CD4	6_7	6		False	6316572.0	6316572.0	0.8055958380487622
melanoma x Soskic_CD4	6_8	6		False	6708948.0	6708948.0	0.4064456494553187
melanoma x Soskic_CD4	6_9	6		False	5523738.0	5523738.0	0.5100523660013497
melanoma x Soskic_CD4	7_0	7		False	15780102.0	15780102.0	0.7864881101576634
melanoma x Soskic_CD4	7_1	7		False	11971995.0	11971995.0	0.978008889738616
melanoma x Soskic_CD4	7_10	7		False	33964881.0	33964881.0	0.6700954747459885
melanoma x Soskic_CD4	7_11	7		False	44185793.0	44185793.0	0.794213817547244
melanoma x Soskic_CD4	7_12	7		False	50642404.0	50642404.0	0.4788669864984165
melanoma x Soskic_CD4	7_13	7		False	47584987.0	47584987.0	0.608909467025932
melanoma x Soskic_CD4	7_14	7		False	36540955.0	36540955.0	0.9378251567438064
melanoma x Soskic_CD4	7_15	7		False	22419828.0	22419828.0	0.7166516510581906
melanoma x Soskic_CD4	7_16	7		False	16882031.0	16882031.0	0.3125628705553847
melanoma x Soskic_CD4	7_17	7		False	13374166.0	13374166.0	0.8875111350396909
melanoma x Soskic_CD4	7_18	7		False	690087.0	690087.0	0.3864121143917852
melanoma x Soskic_CD4	7_19	7		False	3906324.0	3906324.0	0.6700954747459885
melanoma x Soskic_CD4	7_2	7		False	10119352.0	10119352.0	0.5100523660013497
melanoma x Soskic_CD4	7_20	7		False	7823917.0	7823917.0	0.8672893586450833
melanoma x Soskic_CD4	7_21	7		False	9230883.0	9230883.0	0.3851614482258024
melanoma x Soskic_CD4	7_22	7		False	11429962.0	11429962.0	0.770327875808136
melanoma x Soskic_CD4	7_23	7		False	19100268.0	19100268.0	0.8366807714248962
melanoma x Soskic_CD4	7_24	7		False	21223635.0	21223635.0	0.5084834589100321
melanoma x Soskic_CD4	7_25	7		False	25413918.0	25413918.0	0.7272106307827402
melanoma x Soskic_CD4	7_3	7		False	4542722.0	4542722.0	0.5609136711574241
melanoma x Soskic_CD4	7_4	7		False	733532.0	733532.0	0.3192541533898165
melanoma x Soskic_CD4	7_5	7		False	4076242.0	4076242.0	0.6004720641386387
melanoma x Soskic_CD4	7_6	7		False	6041151.0	6041151.0	0.794213817547244
melanoma x Soskic_CD4	7_7	7		False	14623113.0	14623113.0	0.4198701108946664
melanoma x Soskic_CD4	7_8	7		False	21633257.0	21633257.0	0.4456466161083744
melanoma x Soskic_CD4	7_9	7		False	28332605.0	28332605.0	0.9402448748046012
melanoma x Soskic_CD4	8_0	8		False	21732489.0	21732489.0	0.8829496972724188
melanoma x Soskic_CD4	8_1	8		False	19922790.0	19922790.0	0.8173421397723956
melanoma x Soskic_CD4	8_10	8		False	1215664.0	1215664.0	0.8829496972724188
melanoma x Soskic_CD4	8_11	8		False	6606324.0	6606324.0	0.7866996211298168
melanoma x Soskic_CD4	8_12	8		False	9682872.0	9682872.0	0.5770419036837664
melanoma x Soskic_CD4	8_13	8		False	17979602.0	17979602.0	0.7662691515174292
melanoma x Soskic_CD4	8_14	8		False	24264252.0	24264252.0	0.8295347880390685
melanoma x Soskic_CD4	8_15	8		False	25814419.0	25814419.0	0.8454306517873427
melanoma x Soskic_CD4	8_16	8		False	26677062.0	26677062.0	0.6028053955842276
melanoma x Soskic_CD4	8_17	8		False	10274133.0	10274133.0	0.5100523660013497
melanoma x Soskic_CD4	8_18	8		False	6665891.0	6665891.0	0.8658445602233307
melanoma x Soskic_CD4	8_19	8		False	5369020.0	5369020.0	0.5100523660013497
melanoma x Soskic_CD4	8_2	8		False	10273102.0	10273102.0	0.6490361971204808
melanoma x Soskic_CD4	8_20	8		False	2126345.0	2126345.0	0.794213817547244
melanoma x Soskic_CD4	8_21	8		False	11257349.0	11257349.0	0.8472227661091841
melanoma x Soskic_CD4	8_22	8		False	12876131.0	12876131.0	0.4830730676890198
melanoma x Soskic_CD4	8_3	8		False	4384105.0	4384105.0	0.5100523660013497
melanoma x Soskic_CD4	8_4	8		False	41083.0	41083.0	0.3864121143917852
melanoma x Soskic_CD4	8_5	8		False	3302553.0	3302553.0	0.4830730676890198
melanoma x Soskic_CD4	8_6	8		False	5403027.0	5403027.0	0.8255802924096501
melanoma x Soskic_CD4	8_7	8		False	6946149.0	6946149.0	0.794213817547244
melanoma x Soskic_CD4	8_8	8		False	16681539.0	16681539.0	0.9618292836226732
melanoma x Soskic_CD4	8_9	8		False	19660730.0	19660730.0	0.930208024792709
melanoma x Soskic_CD4	9_0	9		False	11432.0	11432.0	0.6553324435464742
melanoma x Soskic_CD4	9_1	9		False	2281791.0	2281791.0	0.930208024792709
melanoma x Soskic_CD4	9_10	9		False	31152558.0	31152558.0	0.5444588975252251
melanoma x Soskic_CD4	9_11	9		False	26672169.0	26672169.0	0.8416112834623938
melanoma x Soskic_CD4	9_12	9		False	18582974.0	18582974.0	0.804078112851686
melanoma x Soskic_CD4	9_13	9		False	16890529.0	16890529.0	0.930208024792709
melanoma x Soskic_CD4	9_14	9		False	13171517.0	13171517.0	0.8661359353519658
melanoma x Soskic_CD4	9_15	9		False	10428927.0	10428927.0	0.770327875808136
melanoma x Soskic_CD4	9_16	9		False	8718765.0	8718765.0	0.8417878686940825
melanoma x Soskic_CD4	9_17	9		False	7648454.0	7648454.0	0.6031142009475996
melanoma x Soskic_CD4	9_18	9	104125300.0	True	2166836.0	2166836.0	0.004731964799643
melanoma x Soskic_CD4	9_19	9		False	4428548.0	4428548.0	0.939953855728386
melanoma x Soskic_CD4	9_2	9		False	5086838.0	5086838.0	0.2466090809600944
melanoma x Soskic_CD4	9_20	9		False	4155796.0	4155796.0	0.9404047254046416
melanoma x Soskic_CD4	9_21	9		False	2782240.0	2782240.0	0.2937937883151974
melanoma x Soskic_CD4	9_22	9		False	1753635.0	1753635.0	0.7814400382865359
melanoma x Soskic_CD4	9_23	9		False	482381.0	482381.0	0.9404047254046416
melanoma x Soskic_CD4	9_24	9		False	1651828.0	1651828.0	0.6596374199437938
melanoma x Soskic_CD4	9_25	9		False	5123669.0	5123669.0	0.5601908791644317
melanoma x Soskic_CD4	9_3	9		False	5989239.0	5989239.0	0.8646648553090809
melanoma x Soskic_CD4	9_4	9		False	2598576.0	2598576.0	0.448654818775777
melanoma x Soskic_CD4	9_5	9		False	2428041.0	2428041.0	0.8875111350396909
melanoma x Soskic_CD4	9_6	9		False	10914539.0	10914539.0	0.8255802924096501
melanoma x Soskic_CD4	9_7	9		False	12097291.0	12097291.0	0.794213817547244
melanoma x Soskic_CD4	9_8	9		False	15351589.0	15351589.0	0.6700954747459885
melanoma x Soskic_CD4	9_9	9		False	36463192.0	36463192.0	0.6700954747459885
melanoma x eQTLGen_blood	10_0	10		False	4484449.0	4484449.0	0.6397404435187004
melanoma x eQTLGen_blood	10_1	10		False	40356.0	40356.0	0.2769526329913701
melanoma x eQTLGen_blood	10_10	10		False	36794118.0	36794118.0	0.7163442505368509
melanoma x eQTLGen_blood	10_11	10		False	39213805.0	39213805.0	0.7794060417525941
melanoma x eQTLGen_blood	10_12	10		False	42726380.0	42726380.0	0.1985306145441605
melanoma x eQTLGen_blood	10_13	10		False	47021292.0	47021292.0	0.893995064844392
melanoma x eQTLGen_blood	10_14	10		False	47612103.0	47612103.0	0.8164460541488275
melanoma x eQTLGen_blood	10_15	10		False	45307166.0	45307166.0	0.6978133471965402
melanoma x eQTLGen_blood	10_16	10		False	42959030.0	42959030.0	0.2949245173992275
melanoma x eQTLGen_blood	10_17	10		False	40357710.0	40357710.0	0.293245231091488
melanoma x eQTLGen_blood	10_18	10		False	28474357.0	28474357.0	0.3281709452946598
melanoma x eQTLGen_blood	10_19	10		False	26030640.0	26030640.0	0.899465763964981
melanoma x eQTLGen_blood	10_2	10		False	5807244.0	5807244.0	0.7372567919769875
melanoma x eQTLGen_blood	10_20	10		False	23376127.0	23376127.0	0.5631285254812053
melanoma x eQTLGen_blood	10_21	10		False	19576084.0	19576084.0	0.4671367586484857
melanoma x eQTLGen_blood	10_22	10		False	14074100.0	14074100.0	0.2851673954837651
melanoma x eQTLGen_blood	10_23	10	103913084.0	True	1315.0	1315.0	0.0015202998655971
melanoma x eQTLGen_blood	10_24	10		False	28725.0	28725.0	0.050235085685194
melanoma x eQTLGen_blood	10_25	10		False	2053734.0	2053734.0	0.1585270487810575
melanoma x eQTLGen_blood	10_26	10		False	6822923.0	6822923.0	0.4119293962645183
melanoma x eQTLGen_blood	10_27	10		False	11321277.0	11321277.0	0.645194157125604
melanoma x eQTLGen_blood	10_28	10		False	17800915.0	17800915.0	0.8580020772118594
melanoma x eQTLGen_blood	10_29	10		False	19517446.0	19517446.0	0.4559401801565281
melanoma x eQTLGen_blood	10_3	10		False	9117296.0	9117296.0	0.5540722151469234
melanoma x eQTLGen_blood	10_30	10		False	21863051.0	21863051.0	0.5340457821055673
melanoma x eQTLGen_blood	10_4	10		False	13993504.0	13993504.0	0.8056065221078382
melanoma x eQTLGen_blood	10_5	10		False	15487171.0	15487171.0	0.7089533513158301
melanoma x eQTLGen_blood	10_6	10		False	18982567.0	18982567.0	0.8258286440977095
melanoma x eQTLGen_blood	10_7	10		False	20721017.0	20721017.0	0.6674470575503513
melanoma x eQTLGen_blood	10_8	10		False	24056628.0	24056628.0	0.6902612252716279
melanoma x eQTLGen_blood	10_9	10		False	31919216.0	31919216.0	0.635091200683016
melanoma x eQTLGen_blood	11_0	11	197557.0	True	222437.0	4904.0	0.0163335742990934
melanoma x eQTLGen_blood	11_1	11		False	392523.0	392523.0	0.1845425232339403
melanoma x eQTLGen_blood	11_10	11		False	6046301.0	6046301.0	0.469909465508864
melanoma x eQTLGen_blood	11_11	11		False	1958155.0	1958155.0	0.5434970537584036
melanoma x eQTLGen_blood	11_12	11		False	946305.0	946305.0	0.7623249966981184
melanoma x eQTLGen_blood	11_13	11		False	638520.0	638520.0	0.9542594316352871
melanoma x eQTLGen_blood	11_14	11		False	1289045.0	1289045.0	0.4119293962645183
melanoma x eQTLGen_blood	11_15	11		False	4554762.0	4554762.0	0.8532620654604636
melanoma x eQTLGen_blood	11_16	11		False	2182129.0	2182129.0	0.5767781856197064
melanoma x eQTLGen_blood	11_17	11	108115617.0	True	189118.0	76088.0	0.0045658282092232
melanoma x eQTLGen_blood	11_18	11		False	447200.0	447200.0	0.8069726632093696
melanoma x eQTLGen_blood	11_19	11		False	657083.0	657083.0	0.4119293962645183
melanoma x eQTLGen_blood	11_2	11		False	4196998.0	4196998.0	0.8169457747920116
melanoma x eQTLGen_blood	11_20	11	120453200.0	True	128207.0	77895.0	0.0250169068184145
melanoma x eQTLGen_blood	11_21	11		False	2389872.0	2389872.0	0.4873620747364088
melanoma x eQTLGen_blood	11_22	11		False	7973743.0	7973743.0	0.3312746074088611
melanoma x eQTLGen_blood	11_23	11		False	13604111.0	13604111.0	0.2446148246638085
melanoma x eQTLGen_blood	11_3	11		False	6002493.0	6002493.0	0.7976156235883483
melanoma x eQTLGen_blood	11_4	11		False	11258796.0	11258796.0	0.9530389713221248
melanoma x eQTLGen_blood	11_5	11		False	14378352.0	14378352.0	0.940426180903409
melanoma x eQTLGen_blood	11_6	11		False	15590183.0	15590183.0	0.4873620747364088
melanoma x eQTLGen_blood	11_7	11	47257366.0	True	15179027.0	14458727.0	0.0086428970680947
melanoma x eQTLGen_blood	11_8	11		False	9453.0	9453.0	0.0688683236373328
melanoma x eQTLGen_blood	11_9	11		False	1885609.0	1885609.0	0.2650623368861701
melanoma x eQTLGen_blood	12_0	12		False	9453.0	9453.0	0.0745173181838889
melanoma x eQTLGen_blood	12_1	12		False	1291556.0	1291556.0	0.1170531647922905
melanoma x eQTLGen_blood	12_10	12		False	28660614.0	28660614.0	0.6472795452808837
melanoma x eQTLGen_blood	12_11	12		False	22141783.0	22141783.0	0.124832302055076
melanoma x eQTLGen_blood	12_12	12		False	17952142.0	17952142.0	0.5778752840789657
melanoma x eQTLGen_blood	12_13	12		False	16516148.0	16516148.0	0.7517481738698439
melanoma x eQTLGen_blood	12_14	12		False	11815259.0	11815259.0	0.9231041461550972
melanoma x eQTLGen_blood	12_15	12		False	7499928.0	7499928.0	0.8056065221078382
melanoma x eQTLGen_blood	12_16	12		False	5956846.0	5956846.0	0.8489878744073099
melanoma x eQTLGen_blood	12_17	12		False	7485.0	7485.0	0.6472795452808837
melanoma x eQTLGen_blood	12_18	12		False	6649.0	6649.0	0.4514342565594848
melanoma x eQTLGen_blood	12_19	12		False	2412575.0	2412575.0	0.4849851440529154
melanoma x eQTLGen_blood	12_2	12		False	2028312.0	2028312.0	0.9414073589071884
melanoma x eQTLGen_blood	12_20	12		False	4158138.0	4158138.0	0.9408685980950406
melanoma x eQTLGen_blood	12_21	12		False	5446156.0	5446156.0	0.5778752840789657
melanoma x eQTLGen_blood	12_22	12		False	2233313.0	2233313.0	0.0867586421589293
melanoma x eQTLGen_blood	12_23	12		False	290828.0	290828.0	0.3723891753545671
melanoma x eQTLGen_blood	12_24	12		False	3463337.0	3463337.0	0.2650623368861701
melanoma x eQTLGen_blood	12_25	12		False	10112413.0	10112413.0	0.0867586421589293
melanoma x eQTLGen_blood	12_26	12		False	12460585.0	12460585.0	0.4896475004039999
melanoma x eQTLGen_blood	12_27	12		False	14238128.0	14238128.0	0.4186635634557664
melanoma x eQTLGen_blood	12_3	12		False	4378947.0	4378947.0	0.7429417307606991
melanoma x eQTLGen_blood	12_4	12		False	7776423.0	7776423.0	0.6513634736366178
melanoma x eQTLGen_blood	12_5	12		False	9214085.0	9214085.0	0.2698408508244341
melanoma x eQTLGen_blood	12_6	12		False	21912105.0	21912105.0	0.7429417307606991
melanoma x eQTLGen_blood	12_7	12		False	25337877.0	25337877.0	0.9111672355324092
melanoma x eQTLGen_blood	12_8	12		False	26570075.0	26570075.0	0.910257387024908
melanoma x eQTLGen_blood	12_9	12		False	27709945.0	27709945.0	0.1458119384095692
melanoma x eQTLGen_blood	13_0	13		False	54263088.0	54263088.0	0.3601989497193728
melanoma x eQTLGen_blood	13_1	13		False	42023605.0	42023605.0	0.4250322919106014
melanoma x eQTLGen_blood	13_10	13		False	1084462.0	1084462.0	0.7101782093135851
melanoma x eQTLGen_blood	13_11	13		False	11036128.0	11036128.0	0.8963116180841364
melanoma x eQTLGen_blood	13_12	13		False	15563817.0	15563817.0	0.8664000550369682
melanoma x eQTLGen_blood	13_13	13		False	17026251.0	17026251.0	0.6649848553793727
melanoma x eQTLGen_blood	13_14	13		False	13415054.0	13415054.0	0.4828263358597791
melanoma x eQTLGen_blood	13_15	13		False	12182578.0	12182578.0	0.982195776653224
melanoma x eQTLGen_blood	13_16	13		False	10085414.0	10085414.0	0.8741142135215879
melanoma x eQTLGen_blood	13_17	13		False	6309625.0	6309625.0	0.9332273066356768
melanoma x eQTLGen_blood	13_18	13		False	1586289.0	1586289.0	0.6472795452808837
melanoma x eQTLGen_blood	13_19	13		False	4700.0	4700.0	0.1025693071908777
melanoma x eQTLGen_blood	13_2	13		False	40670829.0	40670829.0	0.9060546045844464
melanoma x eQTLGen_blood	13_3	13		False	38671558.0	38671558.0	0.798368195022929
melanoma x eQTLGen_blood	13_4	13		False	28992745.0	28992745.0	0.2511927729581437
melanoma x eQTLGen_blood	13_5	13		False	22748823.0	22748823.0	0.4873620747364088
