pmid	title	abstract	journal	year	pmc	eligible
40261562	Identification of novel biomarkers and prognostic model for neuroblastoma using Mendelian randomization and transcriptomic analysis.	Neuroblastoma (NB) is the most common extracranial malignant tumor in children, presenting significant challenges in prognosis and treatment stratification. This study aims to identify novel biomarkers for NB and develop a prognostic model using comprehensive analytical methods, including Mendelian randomization (MR) analysis. Utilizing bioinformatics and Mendelian randomization methods, we explor	Discover oncology	2025	PMC12014998	False
40267292	Drug-targeted Mendelian randomization analysis combined with transcriptome sequencing to explore the molecular mechanisms associated with cognitive impairment.	BackgroundCurrent therapies for cognitive impairment, including Alzheimer's disease (AD) and mild cognitive impairment, are limited by a lack of universal treatment and adverse effects associated with polypharmacy. Investigating genetic and molecular mechanisms underlying cognitive decline is critical for the development of targeted therapeutics.ObjectiveTo identify causal genes and potential ther	Journal of Alzheimer's disease : JAD	2025		True
40270514	Exploring the Relationship Between Immune Cells and Chronic Kidney Disease by Mendelian Randomization, Colocalization Analysis, and SMR.	Background: Chronic kidney disease (CKD) impacts millions of individuals annually. Current research suggests that immune factors played a significant role in CKD. However, the potential causal relationship between them remains unclear. Methods: We conducted a comprehensive Mendelian randomization (MR) analysis to assess the potential causal association between 731 immune cells and CKD. Sensitivity	Mediators of inflammation	2025	PMC12017953	False
40282270	Exploring Novel Therapeutic Targets in Breast Cancer via Comprehensive Omics Profiling and Experimental Verification.	Breast cancer is the leading cause of cancer-related deaths among women worldwide. Deciphering the molecular mechanisms of breast cancer is crucial for developing targeted therapeutic approaches. This study analyzed gene expression profiles from the Gene Expression Omnibus (GEO) database to identify differentially expressed genes (DEGs) in breast cancer. Mendelian randomization (MR) analysis was t	Biology	2025	PMC12025194	False
40285908	Immune-related gene expression with colorectal cancer risk: a Mendelian randomization analysis.	The potential role of immune cells and the precise contributions of genes from various immune cells in the development of colorectal cancer (CRC) remains unclear. We aimed to investigate the potential causal relationships between specific immune cell genes and the development of CRC by performing Mendelian randomization (MR) analysis. The cis-expression quantitative trait loci (eQTLs) data for typ	Discover oncology	2025	PMC12033153	False
40301928	Identifying therapeutic target genes for diabetic retinopathy using systematic druggable genome-wide Mendelian randomization.	The treatment and prevention of diabetic retinopathy (DR) remain significant challenges. Mendelian randomization (MR) has been widely used to explore novel therapeutic targets. In this study, we conducted a systematic druggable genome-wide MR analysis to explore potential therapeutic targets for DR. We obtained data on druggable genes and screened for genes within blood expression quantitative tra	Diabetology &amp; metabolic syndrome	2025	PMC12039192	True
40304330	Integrating Transcriptomic Data and Mendelian Randomization Analyses Reveals Potentially Novel Sepsis-related Targets.	Sepsis remains a leading cause of global morbidity and mortality. To identify candidate biomarkers that may be mechanistically related to the pathogenesis of sepsis. The Gene Expression Omnibus database was leveraged to identify differentially expressed genes (DEGs) between the healthy control and septicemia groups. Genes causally related to sepsis were probed through the integration of GWAS and e	Current medicinal chemistry	2026		True
40304996	Identification of druggable genetic targets for prostate cancer risk based on mendelian randomization and single-cell RNA sequencing.	This study aimed to identify genetic targets linked to prostate cancer risk using advanced genetic analysis techniques. The goal was to conduct a comprehensive analysis using Mendelian Randomization (MR), colocalization, and single-cell RNA sequencing to identify druggable genes as potential therapeutic targets or diagnostic markers. The study involved selecting 2608 druggable genes by intersectin	International urology and nephrology	2025		True
40311809	Investigating causal relationships between gene expression and major depressive disorder via brain bulk-tissue and cell type-specific eQTL: A Mendelian randomization and Bayesian colocalization study.	Major depressive disorder (MDD) is a highly prevalent psychiatric disorder with complex genetic underpinnings. While genome-wide association studies (GWAS) have identified multiple risk loci, pinpointing causal genes within the human brain remains challenging, particularly given the regulatory complexity across different cell types. We performed summary data-based MR (SMR) and Bayesian colocalizat	Journal of affective disorders	2025		False
40330585	TEX10: A Novel Drug Target and Potential Therapeutic Direction for Sleep Apnea Syndrome.	Sleep apnea syndrome (SAS) is a prevalent sleep disorder strongly associated with obesity, metabolic dysregulation, and cardiovascular diseases. While its underlying pathophysiological mechanisms remain incompletely understood, genetic factors likely play a pivotal role in SAS pathogenesis. This study investigates the causal relationships between potential drug target genes and SAS using multiple 	Nature and science of sleep	2025	PMC12053781	False
40338406	New therapeutic targets and mechanisms of papillary thyroid carcinoma identified by multi-omics analysis.	The treatment of papillary thyroid carcinoma (PTC) presents ongoing challenges, underscoring the need for novel therapeutic targets. This study employed proteomic MR analysis, utilizing publicly available data from genome-wide association studies (GWAS) and protein quantitative trait loci (pQTL) studies. We analyzed proteomic data from deCODE and the UK Biobank Protein Project (UKB-PP), along with	Discover oncology	2025	PMC12061824	False
40353459	Integrative Analysis Reveals Genes Causal Relation with Ovarian Cancer and aging.	Exploring the correlation between ovarian cancer and aging has great significance for understanding the pathogenesis of ovarian cancer and formulating targeted therapeutic regimens. This computational study aims to identify and validate key genes in monocyte subtypes related to ovarian cancer and aging, exploring potential causal relationships. We collected single-cell RNA sequencing data (GSE1570	Current topics in medicinal chemistry	2026		False
40354008	Multi-omics identify ribosome related causal genes methylation, splicing, and expression in prostate cancer.	Understanding the molecular underpinnings of prostate cancer remains a critical challenge in oncology. Ribosomes, essential cellular organelles responsible for protein synthesis, have emerged as potential regulators in cancer development. Previous studies suggest that dysfunction in ribosomal processes may contribute significantly to prostate cancer progression. We used summary-data-based Mendelia	Discover oncology	2025	PMC12069195	False
40360443	Revealing Putative Causal Genes by Establishing the Causality Between Different Lymphomas and Immune Cells.	The tumour immune microenvironment (TIME) is critical for lymphoma progression and therapy resistance, yet causal relationships between specific immune cell types and lymphoma subtypes remain poorly defined. In this study, using bidirectional Mendelian randomization (MR), genetic correlation (LDSC), and expression-QTL integration (SMR), we systematically evaluated causal relationships and genetic 	Journal of cellular and molecular medicine	2025	PMC12074867	True
40374962	Deciphering the role of acetylation-related gene NAT10 in colon cancer progression and immune evasion: implications for overcoming drug resistance.	Colon cancer (CC) is one of the most common and lethal cancers worldwide, with rising incidence rates in both developed and developing countries. Although advances in treatments such as surgery, chemotherapy, and targeted therapies have been made, prognosis for advanced colon cancer, particularly with metastasis, remains poor. Recent studies highlight the significant role of post-transcriptional m	Discover oncology	2025	PMC12081795	True
40381082	Integrating single-cell with transcriptome-proteome Mendelian randomization reveals colorectal cancer targets.	Colorectal carcinogenesis involves dynamic interactions between genetic susceptibility and cellular heterogeneity, yet current studies rarely disentangle causal genes from passive associations. While GWAS have mapped numerous risk loci, only a minority colocalize with eQTL/pQTL. A multi-omics framework combining single-cell transcriptomics, transcriptomics, proteomics, and MR is urgently needed to	Discover oncology	2025	PMC12085524	False
40394429	Mendelian randomization analysis reveals the potential of the IKZF1 gene as a therapeutic target in colorectal cancer.	Colorectal cancer (CRC) is a global health burden, highlighting the urgent need for the discovery of new biomarkers and therapeutic targets. This study integrates genetic epidemiology methods, such as Mendelian randomization (MR), with GWAS data to predict treatment efficacy and identify novel CRC therapeutic targets. We utilized cis-eQTL data from the eQTLGen consortium and CRC GWAS data from the	Discover oncology	2025	PMC12092330	False
40399559	Genetic insights support PARP1 as a mediator in the protective association of ATP-citrate lyase inhibitors with melanoma.	ATP-citrate lyase (ACLY) inhibitors emerge as a promising anti-cancer strategy, yet their causal effects across various cancer types remain unclear. Here, we employ a drug-target Mendelian randomization (MR) approach using four cis-expression quantitative trait loci for blood ACLY gene expression as genetic instruments to mimic ACLY inhibition. We utilize genetic data from the eQTLGen consortium (	Communications biology	2025	PMC12095509	False
40412796	Multi-omics analysis unraveling stemness features associated with oncogenic dedifferentiation in 12 cancers.	Tumorigenesis is typically accompanied by cellular dedifferentiation and the acquisition of stem cell-like attributes. However, few studies have comprehensively evaluated the putative relationships between these characteristics and various cancers. Here, we integrated gene expression and DNA methylation quantitative trait loci (cis-eQTL and cis-mQTL) data from the blood to perform multi-omics Mend	Cancer letters	2025		False
40426943	DBI as a Novel Immunotherapeutic Candidate in Colorectal Cancer: Dissecting Genetic Risk and the Immune Landscape via GWAS, eQTL, and pQTL.	Background: Colorectal cancer (CRC) is a leading cause of cancer-related mortality worldwide. Identifying drug targets associated with CRC is crucial for developing targeted therapies. Methods: MR (IVW, Wald ratio, weighted median, and MR-Egger) and SMR analyses were used to screen candidate genes associated with CRC risk. Further validation was performed using The Cancer Genome Atlas (TCGA) to as	Biomedicines	2025	PMC12109284	False
40443776	Mendelian Randomization Assessment of the Genetic Effects of Lipid-Lowering Drugs on Digestive System Cancers.	The relationship between lipid-lowering drugs and the risk of digestive system cancers remains unclear. This study aims to assess the risk association between lipid-lowering drugs and digestive system cancers through mendelian randomization (MR) analysis. We utilized genetic instruments to substitute for the exposure to lipid-lowering drugs, including expression quantitative trait loci (eQTL) for 	Food science &amp; nutrition	2025	PMC12121511	True
40462656	Exploring the Causal Association Between 91 Circulating Inflammatory Proteins and Neurodegenerative Diseases: A Bidirectional Two-Sample Mendelian Randomization and Bioinformatics Analysis.	Circulating inflammatory proteins play a significant role in the pathogenesis of neurodegenerative diseases (NDDs). However, the precise causal relationship and the underlying mechanisms of their interaction remain elusive. Genome-wide association study (GWAS) data for 91 circulating inflammatory proteins were obtained from the GWAS Catalog. Additionally, GWAS data for Parkinson's disease (PD), Al	Brain and behavior	2025	PMC12134489	False
40463915	Causal Association Between Lung Cancer and Rash: A Bidirectional Mendelian Randomization Study.	Skin involvement is one of the many clinical manifestations of lung cancer patients. However, there are fewer in-depth studies exploring the causal relationship between skin rashes and lung cancer subtypes, and the causal relationship is unknown. This study aims to explore the potential causal relationship between rash development and lung cancer diagnosis. From the Genome-wide Association Studies	Clinical Medicine Insights. Oncology	2025	PMC12130657	True
40466363	Significance of PFKFB4 and gene risk signature in cervical cancer prognosis and progression.	Cervical cancer (CC) ranks among the most prevalent malignant gynecological neoplasms. Given the significant challenges in treating and detecting CC at an early stage, this study aims to identify key biomarkers associated with the prognosis and progression of this malignancy. Mendelian randomization (MR), expression quantitative trait locus (eQTL) data, survival assessments, and differential expre	Biochemical and biophysical research communications	2025		False
40480287	Integrating Expression Quantitative Trait Loci and Genome-Wide Association Study Identifies Druggable Genes for Tinnitus.	The investigation of druggable target genes through large-scale expression quantitative trait loci (eQTL) and genome-wide association study (GWAS) data has demonstrated promise across various diseases. This approach has yet to be explored in the context of tinnitus. We obtained cis-eQTL data for 3,453 druggable genes from eQTLGen. Tinnitus phenotype derived from the UK Biobank was used as the disc	Otology &amp; neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology	2025		True
40487928	Identifying core genes in keloid and investigating immune infiltration and pan-cancer associations using eQTL and machine learning.	Keloid is a fibroproliferative skin disorder characterized by excessive fibroblast proliferation and abnormal extracellular matrix accumulation. It manifests as continuous growth, redness, itching, and pain, with a high recurrence rate. The pathogenesis of keloid is complex, with genetics and gene mutations increasingly recognized as critical risk factors. This condition exhibits familial predispo	Bioinformatics advances	2025	PMC12145169	False
40495162	Integrative multi-omics investigation of sleep apnea: gut microbiome metabolomics, proteomics and phenome-wide association study.	Sleep apnea (SA) is linked to various diseases. This study examines the causal link between the gut microbiome and SA, exploring potential predictive factors and target proteins using a multi-omics approach with a Phenome-wide association study (PheWAS). Bidirectional Mendelian Randomization (MR) and Linkage Disequilibrium Score Regression (LDSC) were used to assess the genetic correlation and cau	Nutrition &amp; metabolism	2025	PMC12150496	True
40496862	Integrative genomic and single-cell framework identifies druggable targets for colorectal cancer precision therapy.	Colorectal cancer (CRC) remains a leading cause of cancer-related mortality worldwide. Despite therapeutic advances, there is a critical need to identify novel, effective, and safe drug targets to improve precision treatment strategies. We developed a multi-layered framework integrating Mendelian randomization (MR), colocalization analysis, genome-wide association study (GWAS) data, and expression	Frontiers in immunology	2025	PMC12149120	True
40498118	Comprehensive Mendelian randomization analysis and experimental investigation identifies the causal relationship between immunity and kidney stone disease.	This study investigated the causal relationship between immunity and kidney stone disease (KSD) by utilizing a Mendelian Randomization (MR) framework. We conducted a proteome-wide analysis to identify proteins associated with kidney stone disease risk using data from 4907 plasma proteins. Additionally, genetic instruments were employed to assess the impact of immune traits, including circulating i	Urolithiasis	2025		False
40513936	Decoding aortic dissection from potential drug targets to genetic risk factors: A Mendelian randomization study.	The aortic dissection (AD) is defined as the destruction of the tunica media and separation of the aortic wall, which can be fatal. To date, there is no clinical medication that has been developed to effectively prevent the progression of AD. Therefore, it is imperative to identify risk factors associated with AD and to discover potential therapeutic targets. To identify therapeutic targets for AD	European journal of pharmacology	2025		True
40514687	A multi-omics and mediation-based genetic screening approach identifies STX4 as a key link between epigenetic regulation, immune cells, and childhood asthma.	Childhood asthma presents a multifaceted immune-driven pathology shaped by genetic, epigenetic, and immune regulatory interactions. Despite extensive genome-wide analyses pinpointing multiple susceptibility loci, the precise functional contributors to asthma pathogenesis remain elusive. This study employs a comprehensive multi-omics framework and Mendelian randomization (MR) analysis to systematic	Clinical epigenetics	2025	PMC12164099	False
40517355	Elevated CD14 in B cells associates with reduced ovarian cancer risk via CD80&#xa0;+&#xa0;dendritic cell interaction: a multi-omics study.	Ovarian cancer (OC) is a highly aggressive malignancy characterized by a complex immune microenvironment. B cells, essential components of immunological regulation, have been implicated in the progression of ovarian cancer. However, the precise mechanisms by which B cells and immune molecules influence ovarian cancer risk remain poorly understood. This study employed single-cell RNA sequencing (sc	Discover oncology	2025	PMC12167730	False
40535814	Two-Sample Network Mendelian Randomization and Single-Cell Analysis Reveal the Causal Associations and Underlying Mechanisms Between Antihypertensive Drugs and Kidney Cancer.	Background: Antihypertensive drugs represent the most widely used drugs worldwide. However, the association between antihypertensive drugs and the risk of kidney cancer remains unclear. This study innovatively integrates multi-omics and causal inference approaches to investigate the long-term effects and potential mechanisms of 12 antihypertensive drug classes on kidney cancer risk. Methods: In th	Journal of Cancer	2025	PMC12170992	False
40536885	DNA methylation and bronchiectasis: a Mendelian randomization analysis to investigate causal link and therapeutic target.	This study aims to discover drug targeted genes and explore the potential epigenetics mechanisms in bronchiectasis. Cis-expression quantitative trait locus (eQTL) was obtained as exposure, and bronchiectasis from the FinnGen cohort was used as outcome. Mendelian Randomization (MR) was performed to identify therapeutic targets associated with bronchiectasis. Colocalization and summary-data-based MR	Epigenetics	2025	PMC12184172	True
40541940	Saliva as a potential diagnostic medium: DNA methylation biomarkers for disorders beyond the oral cavity.	Saliva is an accessible biofluid with potential for non-invasive disease diagnostics. This study explores how genetic susceptibility to common diseases is reflected in DNA methylation (DNAm) and gene expression profiles in saliva. We constructed cis-mQTL (n&#x2009;=&#x2009;345) and cis-eQTL (n&#x2009;=&#x2009;277) datasets and examined correlations between DNAm and gene expression. Saliva QTLs wer	NPJ genomic medicine	2025	PMC12181411	False
40555237	Single-cell transcriptome-wide Mendelian randomization and colocalization analyses uncover cell-specific mechanisms in atherosclerotic cardiovascular disease.	Genome-wide association studies (GWASs) have identified numerous genetic loci influencing human disease risk; however, linking these to causal genes remains challenging, limiting opportunities for drug target discovery. Transcriptome-wide association studies (TWASs) address this by linking variants to gene expression but typically rely on bulk RNA sequencing, limiting cell-specific resolution. Her	American journal of human genetics	2025	PMC12256824	True
40557537	Comprehensive multi-omics approach reveals critical genes and immunometabolic networks in glioblastoma.	Glioblastoma multiforme (GBM) is the most aggressive primary brain tumor, with a 5-year survival rate of 4%-7% and median survival of 12-18&#xa0;months despite treatment advances. Its complex genetic profile and immunosuppressive microenvironment underscore the urgent need to identify novel therapeutic targets. We conducted an integrative multi-omics study combining bioinformatics, transcriptomics	International journal of surgery (London, England)	2025		True
40573242	Exploring the Potential Association Between Inhaled Corticosteroid and Face Aging Risk: A Mendelian Randomization Study.	Background: Asthma is one of the most prevalent chronic diseases, affecting more than 300 million individuals globally. Inhaled corticosteroids (ICSs) are recommended as the primary therapy for managing and preventing asthma symptoms in current treatment guidelines. However, long-term use of ICSs could lead to multiple side effects, including skin changes. Methods: We identified ICS target genes u	Pharmaceuticals (Basel, Switzerland)	2025	PMC12196389	False
40576180	Genomic evidence based on eQTL data implicates endocrine disruptors as environmental risk factors for estrogen receptor-positive breast cancer.	Estrogen receptor-positive (ER+) breast cancer is the most common molecular subtype of breast cancer and is strongly influenced by hormonal and environmental factors. Endocrine-disrupting chemicals (EDCs), which interfere with hormone signaling, have been suggested to contribute to ER+&#xa0;breast cancer risk, but causal mechanisms remain unclear. We integrated chemical-gene interaction data from 	International journal of surgery (London, England)	2025		False
40583027	Single-Cell Analysis Combined with Mendelian Randomization Identifies Genes Associated with Prostate Cancer Cells.	Prostate cancer is the second most common male cancer, with incidence increasing with age. When prostate cancer extends beyond the prostatic capsule, treatment options and prognosis change significantly. This study aims to investigate prognostic genes related to capsular invasion in prostate cancer by integrating single-cell data with Mendelian randomization (MR) analysis. Single-cell sequencing d	The world journal of men's health	2026	PMC12798317	False
40592148	Investigation of potential toxicity associated with long-term amitriptyline exposure: Evidence from genomics.	The increasing environmental detection of antidepressants such as amitriptyline (AT) has raised toxicological concerns, yet its long-term safety profile remains poorly characterized. We applied an integrative strategy combining phenome-wide association studies (PheWAS), Mendelian randomization (MR), network toxicology, and molecular docking to systematically evaluate potential adverse effects of A	Ecotoxicology and environmental safety	2025		False
40593373	Integrated eQTL-pQTL Mendelian randomization and single-cell sequencing reveal therapeutic targets in ovarian clear cell cancer.	Ovarian clear cell cancer (OCCC) is a pathological type of ovarian cancer. OCCC responds poorly to platinum-based chemotherapy drugs and immunotherapy. Currently, there is a lack of targeted drugs for OCCC. It is very urgent to find new therapeutic targets for OCCC. We used data from the eQTLGen consortium and deCODE, combined with large Genome-Wide Association Study (GWAS) cohort data, to perform	Discover oncology	2025	PMC12214076	False
40596422	Genetic association analysis between LDL-c lowering drugs and portal hypertension using Mendelian randomization analysis.	Clinical guidelines recommend the use of statins to reduce portal pressure and alleviate portal hypertension (PH). However, there is a lack of population-level studies on the use of non-statin Low-Density Lipoprotein Cholesterol (LDL-c) reduction agents for the treatment of PH. This study utilized a novel method, Mendelian Randomization (MR) analysis, to investigate the impact of commonly used LDL	Scientific reports	2025	PMC12217002	True
40611294	Identification of key genes as diagnostic biomarkers for IBD using bioinformatics and machine learning.	The pathogenesis of inflammatory bowel disease (IBD) involves complex molecular mechanisms, and achieving clinical remission remains challenging. This study aims to identify IBD-potential biomarkers, analyze their correlation with immune cell infiltration, and identify genes that have a causal relationship with IBD. RNA-seq datasets for IBD were retrieved from GEO, stratified into discovery (GSE75	Journal of translational medicine	2025	PMC12231756	True
40615535	Multi-omics analysis identifies SNP-associated immune-related signatures by integrating Mendelian randomization and machine learning in hepatocellular carcinoma.	Hepatocellular carcinoma (HCC) is a leading cause of cancer-related death globally, characterized by high morbidity and poor prognosis. The complex molecular and immune landscape of HCC makes accurate patient stratification and personalized treatment essential. In this study, we utilized large-scale gene expression data from TCGA and GSE54236, alongside eQTL GWAS data, to identify key genes that i	Scientific reports	2025	PMC12227606	False
40616157	Cathepsin H increases the risk of diabetic retinopathy: evidence from Mendelian randomization and bioinformatic analysis.	BACKGROUND: While lysosomal cathepsins are crucial in cellular homeostasis and may contribute to diabetic chronic complications, their precise causal relationships remain insufficiently characterized. METHODS: This study employed comprehensive multidimensional Mendelian randomization (MR) analyses to investigate potential causal associations between nine cathepsins (B, E, F, G, H, L2, O, S, and Z)	Diabetology &amp; metabolic syndrome	2025	PMC12231758	True
40616607	An integrative multi-omics study to identify candidate DNA methylation biomarkers associated with gastric cancer prognosis.	Aberrant DNA methylation (DNAm) is the most well-defined epigenetic hallmark in gastric cancer (GC), which may be associated with a variety of risk factors exposure. In this study, leveraging the multi-omics data of Genome-wide association studies (GWAS), methylation quantitative trait locus (mQTL) and expression quantitative trait locus (eQTL) collected from The Cancer Genome Atlas (TCGA), Genoty	Archives of toxicology	2025		False
40624693	Multi-omics integration reveals the role of N6-methyladenosine in epilepsy, ischemic stroke, and vascular dementia.	N6-methyladenosine (m6A) methylation is an essential epigenetic modification that regulates mRNA stability, splicing, and translation. Its role in neurological diseases, including epilepsy, ischemic stroke, and vascular dementia (VaD), remains poorly understood. We integrated multi-omics data, including GWAS, m6A quantitative trait loci (QTL), expression QTL (eQTL), and protein QTL (pQTL), and usi	Molecular brain	2025	PMC12236031	False
40627109	Mendelian Randomization-Based Discovery of Novel Protein Biomarkers and Drug Targets in Colorectal Cancer: Validation Through Prognostic Modeling, Single-Cell Analysis, and In Vitro Cell Experiments.	RNA modification plays a crucial role in biological processes. This study uses Mendelian randomization to investigate the relationship between RNAm-SNPs and CRC to identify potential protein markers and therapeutic targets. We analyzed RNAm-SNPs and CRC using RMVar and GWAS datasets. eQTL and pQTL analyses were performed to assess associations with gene expression and protein levels. Two-sample MR	Applied biochemistry and biotechnology	2025		False
40629249	EP300 Regulates CD8br AC (TBNK Panel) to Facilitate Insomnia.	Insomnia is a prevalent clinical condition that is caused by the interaction of environmental, inflammatory, immune system, physiological, and psychological factors. Nevertheless, the significance of lactylation-related gene in the pathogenesis of insomnia remains unknown. The causal relationship between lactylation-related gene and insomnia was initially analyzed using Mendelian randomization. Ex	Molecular neurobiology	2025	PMC12511179	True
40630931	ti-scMR: trajectory-inference-based dynamic single-cell Mendelian randomization identifies causal genes underlying phenotypic differences.	The selective expression of genes is the basis of cellular and individual phenotypic differences, serving as a mediator in the causal pathways from genotypes to phenotypes. Single-cell differential expression analysis identifies distinct transcriptomic landscapes, but fails to establish causal relationships due to the presence of confounders. On the other hand, causal inference methods in populati	NAR genomics and bioinformatics	2025	PMC12231591	False
40635520	Integrated Genomic and GEO Data Analysis Reveals Therapeutic Targets for Rosacea.	Rosacea is a chronic inflammatory facial disorder with limited therapeutic options, severely impacting patients' quality of life. The identification of druggable genes plays a crucial role in facilitating the development of effective therapeutic strategies. We conducted Mendelian randomization (MR) and Summary-based Mendelian randomization (SMR) analyses by integrating data on 5883 druggable genes	Journal of cosmetic dermatology	2025	PMC12242367	False
40638267	Integrative multi-omics analysis reveal novel therapeutic targets for glioblastoma.	Glioblastoma (GBM) is the most common and aggressive primary malignant brain tumor in adults, yet effective therapeutic strategies remain limited. A comprehensive exploration of brain proteomic profiles may offer new insights into GBM pathogenesis and treatment. We integrated the largest available summary-level GWAS data for GBM, derived from eight studies of European ancestry, with brain proteomi	International journal of surgery (London, England)	2025	PMC12626534	True
40639752	From brain to heart: Causality and therapeutic potential in atrial fibrillation.	To elucidate the causal relationship between resting-state brain function and atrial fibrillation (AF), and to pinpoint potential genetic targets and therapeutic compounds for AF. Employing GTEx V8 eQTL and deCODE Genetics pQTL datasets, key genes associated with AF were identified through Mendelian Randomization (MR) and Summary-based Mendelian Randomization (SMR) analyses. Colocalization analysi	Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association	2025		False
40652422	Integrative genomic analysis identifies novel causal genes of Hodgkin's and non-Hodgkin's lymphoma.	The genetic mechanisms underlying non-Hodgkin lymphoma (NHL) and Hodgkin lymphoma (HL) remain understudied. While numerous genes associated with these lymphoid tumors have been identified, little research has focused on the genetic networks that directly drive NHL and HL pathogenesis. We conducted integrative genomic analyses, including a transcriptome-wide association study (TWAS), a proteome-wid	Discover oncology	2025	PMC12256388	False
40653474	Identification of potential drug targets for achalasia from genetic insights: a Mendelian randomization study.	Achalasia (AC) is an esophageal dyskinetic disorder characterized by loss of function of ganglion cells of the intermuscular plexus of the distal esophagus and lower esophageal sphincter. Although there have been some advances in its diagnosis and treatment, the maintenance of pharmacologic therapy is very short-lived, the indications for surgical treatment are more limited, and postoperative comp	Journal of cardiothoracic surgery	2025	PMC12257857	True
40653482	Multi-omics analysis for identifying cell-type-specific and bulk-level druggable targets in Alzheimer's disease.	Analyzing disease-linked genetic variants via expression quantitative trait loci (eQTLs) helps identify potential disease-causing genes. Previous research prioritized genes by integrating Genome-Wide Association Study (GWAS) results with tissue-level eQTLs. Recent studies have explored brain cell type-specific eQTLs, but a systematic analysis across multiple Alzheimer's disease (AD) genome-wide as	Journal of translational medicine	2025	PMC12257706	True
40657364	PARK7 is a Key Regulator of Oxidative Stress - Related Breast Cancer Risk: A Multi-Omics Study.	Background: Oxidative stress (OS) is closely associated with the occurrence and progression of breast cancer (BC). However, its role as a potential etiological factor or trigger remains unclear. This study aims to systematically investigate the potential causal effects and mechanisms of OS-related genes in BC by integrating multi-omics data. Methods: This study obtained summary data for blood meth	Journal of Cancer	2025	PMC12244032	False
40659289	Mapping the immune-genetic architecture of aging: A single-cell causal framework for biomarker discovery and therapeutic targeting.	Aging is a complex biological process driven by genetic and immune-mediated mechanisms, yet the causal roles of immune-cell-specific gene regulation remain unclear. In this study, we integrate single-cell expression quantitative trait loci (sc-eQTL) data with Mendelian randomization (MR) and colocalization analyses to identify immune-mediated regulatory mechanisms and therapeutic targets for aging	Ageing research reviews	2025		True
40665272	Immune and genetic landscapes of biliary atresia: a pathway to precision medicine.	Biliary atresia (BA) is a rare pediatric cholestatic disorder characterized by progressive bile duct inflammation and fibrosis. The underlying molecular mechanisms of BA remain poorly defined. This study aimed to identify susceptibility genes causally associated with BA by integrating genome-wide association study (GWAS) and transcriptomic data, and to explore their potential immunopathological ro	BMC pediatrics	2025	PMC12261710	False
40669713	Antidepressants and risk of inflammatory bowel disease: A drug-target Mendelian randomization study.	Previous studies have found that antidepressants could reduce the risk of IBD, but the results are controversial. Therefore, a drug-target Mendelian randomization was applied to explore the casual relationship between antidepressants and IBD, aiming to identify new preventive uses for the drugs. Target genes corresponding to classic SSRI drugs were obtained from the DrugBank database. eQTL Data wa	Journal of affective disorders	2025		False
40676348	Cross-tissue transcriptome-wide analysis reveals novel insights into thyroid cancer etiology.	Despite significant advances made by genome-wide association studies (GWAS) in the genetic exploration of tumors such as thyroid cancer (TC), the precise pathogenic genes and underlying biological mechanisms of TC remain unclear. We performed a transcriptome-wide association study (TWAS) to identify the susceptibility genes for TC. Three complementary methods: FUSION (Functional Summary-based Impu	Discover oncology	2025	PMC12270988	True
40676822	Bidirectional mendelian randomization and single-cell sequencing reveal T cell-mediated causal links between COPD and lung adenocarcinoma.	Chronic obstructive pulmonary disease (COPD) and lung cancer are the leading causes of lung disease-related deaths globally, sharing common risk factors like smoking. While COPD is known to increase lung cancer risk, the exact underlying mechanism remains unclear. We aim to explore the potential relationship between lung adenocarcinoma (LA) and COPD by application of Mendelian randomization analys	International journal of surgery (London, England)	2025		False
40682633	Targeted screening and single-cell analysis of genetic variants in melanoma using Mendelian randomization.	This study utilizes Mendelian randomization to investigate melanoma's epidemiological patterns and genetic variants for improved disease prevention and control. We combined SNP data from GTEx V8 eQTL and FinnGen databases for Mendelian randomization analysis, and performed single-cell analysis on melanoma samples. Melanoma rates were higher in men than women and increased with age. Key SNPs like r	Discover oncology	2025	PMC12276172	False
40685710	Multiple sclerosis as a genetic risk factor for Alzheimer's disease: Insights from Mendelian randomisation.	Inflammation is implicated in neurodegeneration, but the causal link between multiple sclerosis and Alzheimer's disease remains unclear. To investigate the genetic relationship between MS and AD using Mendelian Randomization and assess downstream molecular effects. Two-sample MR was conducted using GWAS summary statistics, with IVW and MR Egger methods. Sensitivity analyses assessed pleiotropy and	Neurodegenerative disease management	2025	PMC12456208	False
40687153	Characterizing Duodenal Immune Microenvironment in Functional Dyspepsia: An AutoML-Driven Diagnostic Framework.	Functional dyspepsia (FD) is a prevalent gastroduodenal disorder with an unclear pathogenesis. Recent studies suggest that duodenal immune activation plays a pivotal role in its development. Mendelian randomization analysis using genome-wide association studies (GWAS) and expression quantitative trait loci (eQTL) data identified genes associated with FD. Expression data from 40 FD patients and 24&	Journal of inflammation research	2025	PMC12275929	True
40692979	Integrating GEO Database, Mendelian Randomization, and Molecular Docking to Identify HLA-C as a Potential Therapeutic Target for Periodontitis.	Background: Periodontitis is a chronic inflammatory disease that leads to the destruction of periodontal tissues, ultimately resulting in tooth loss. Current treatments primarily focus on mitigating inflammation and alleviating symptoms, but they often lack specificity. This study aims to explore the molecular mechanisms of periodontitis using gene expression databases (GEOs) and bioinformatics me	Mediators of inflammation	2025	PMC12279435	False
